model,sample_index,image_name,target_mode,map_variant,map_rank_spearman,map_top_half_iou,gradcam_zero
cait_s24_224,42,ILSVRC2012_val_00002002.JPEG,predicted,gradcam_signed,-0.4695582985877991,0.19512194395065308,False
cait_s24_224,43,ILSVRC2012_val_00002073.JPEG,predicted,gradcam_signed,-0.0012224179226905107,0.3611111044883728,False
cait_s24_224,44,ILSVRC2012_val_00002159.JPEG,predicted,gradcam_signed,-0.1290583312511444,0.28947368264198303,False
cait_s24_224,45,ILSVRC2012_val_00002176.JPEG,predicted,gradcam_signed,-0.23178765177726746,0.28947368264198303,False
cait_s24_224,46,ILSVRC2012_val_00002183.JPEG,predicted,gradcam_signed,0.10938967019319534,0.34246575832366943,False
cait_s24_224,47,ILSVRC2012_val_00002184.JPEG,predicted,gradcam_signed,-0.23521901667118073,0.27272728085517883,False
cait_s24_224,40,ILSVRC2012_val_00001753.JPEG,predicted,gradcam_abs,-0.0045916372910141945,0.30666667222976685,False
cait_s24_224,41,ILSVRC2012_val_00001925.JPEG,predicted,gradcam_abs,0.1047820895910263,0.39007091522216797,False
cait_s24_224,42,ILSVRC2012_val_00002002.JPEG,predicted,gradcam_abs,0.0011698236921802163,0.37062937021255493,False
cait_s24_224,43,ILSVRC2012_val_00002073.JPEG,predicted,gradcam_abs,0.09376280009746552,0.3802816867828369,False
cait_s24_224,44,ILSVRC2012_val_00002159.JPEG,predicted,gradcam_abs,0.1801847219467163,0.4100719392299652,False
cait_s24_224,45,ILSVRC2012_val_00002176.JPEG,predicted,gradcam_abs,0.23554733395576477,0.4100719392299652,False
